,network_path,image_id,original_label,tmp_path,epsilon_value,smallest_sat_value,total_time,verifier
24,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,24,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_24,0.05,0.05,0.0053002834320068,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
25,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,25,0,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_25,0.05,0.05,0.0065250396728515,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
26,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,26,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_26,0.05,0.05,0.0056023597717285,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
27,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,27,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_27,0.05,0.05,0.0059931278228759,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
28,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,28,0,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_28,0.05,0.05,0.00545334815979,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
29,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,29,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_29,0.05,0.05,0.0057580471038818,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
30,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,30,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_30,0.05,0.05,0.0054836273193359,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
31,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,31,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_31,0.05,0.05,0.006227970123291,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
32,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,32,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_32,0.05,0.05,0.0058884620666503,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
33,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,33,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_33,0.0,0.05,0.005721092224121,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
34,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,34,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_34,0.05,0.05,0.0057179927825927,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
35,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,35,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_35,0.05,0.05,0.00547456741333,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
36,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,36,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_36,0.05,0.05,0.0059583187103271,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
37,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,37,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_37,0.05,0.05,0.0060052871704101,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
38,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,38,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_38,0.05,0.05,0.005558967590332,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
39,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,39,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_39,0.05,0.05,0.005446434020996,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
40,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,40,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_40,0.05,0.05,0.0054118633270263,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
41,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,41,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_41,0.05,0.05,0.0053439140319824,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
42,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,42,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_42,0.05,0.05,0.0056726932525634,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
43,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,43,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_43,0.0,0.05,0.0070946216583251,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
44,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,44,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_44,0.05,0.05,0.006545066833496,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
45,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,45,5,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_45,0.05,0.05,0.005854845046997,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
46,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,46,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_46,0.05,0.05,0.0056860446929931,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
47,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,47,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_47,0.05,0.05,0.0058991909027099,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
48,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,48,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_48,0.05,0.05,0.0062348842620849,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
49,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,49,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_49,0.05,0.05,0.005960464477539,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
50,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,50,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_50,0.05,0.05,0.0058324337005615,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
51,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,51,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_51,0.05,0.05,0.0055768489837646,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
52,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,52,5,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_52,0.05,0.05,0.0056805610656738,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
53,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,53,5,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_53,0.05,0.05,0.005613088607788,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
54,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,54,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_54,0.05,0.05,0.0062670707702636,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
55,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,55,0,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_55,0.05,0.05,0.006148338317871,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
56,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,56,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_56,0.05,0.05,0.0055975914001464,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
57,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,57,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_57,0.05,0.05,0.0061349868774414,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
58,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,58,9,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_58,0.05,0.05,0.0059547424316406,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
59,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,59,5,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_59,0.05,0.05,0.0056219100952148,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
60,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,60,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_60,0.05,0.05,0.0058529376983642,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
61,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,61,8,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_61,0.05,0.05,0.0057435035705566,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
62,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,62,9,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_62,0.0,0.05,0.0057349205017089,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
63,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,63,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_63,0.05,0.05,0.0058517456054687,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
64,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,64,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_64,0.05,0.05,0.0053858757019042,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
65,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,65,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_65,0.0,0.05,0.0061321258544921,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
66,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,66,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_66,0.05,0.05,0.005814790725708,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
67,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,67,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_67,0.05,0.05,0.0058021545410156,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
68,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,68,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_68,0.05,0.05,0.0064349174499511,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
69,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,69,0,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_69,0.05,0.05,0.0054025650024414,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
70,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,70,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_70,0.05,0.05,0.0061926841735839,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
71,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,71,0,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_71,0.05,0.05,0.0056276321411132,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
72,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,72,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_72,0.05,0.05,0.0063517093658447,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
73,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,73,9,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_73,0.0,0.05,0.0058183670043945,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
74,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,74,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_74,0.05,0.05,0.0057826042175292,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
75,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,75,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_75,0.05,0.05,0.0056056976318359,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
76,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,76,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_76,0.05,0.05,0.0058343410491943,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
77,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,77,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_77,0.05,0.05,0.0057208538055419,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
78,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,78,9,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_78,0.0,0.05,0.0123903751373291,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
79,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,79,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_79,0.05,0.05,0.0118045806884765,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
80,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,80,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_80,0.0,0.05,0.0115010738372802,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
81,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,81,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_81,0.05,0.05,0.0115361213684082,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
82,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,82,2,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_82,0.05,0.05,0.0110390186309814,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
83,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,83,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_83,0.05,0.05,0.013981819152832,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
84,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,84,8,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_84,0.05,0.05,0.0099902153015136,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
85,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,85,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_85,0.05,0.05,0.0100657939910888,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
86,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,86,7,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_86,0.05,0.05,0.0103354454040527,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
87,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,87,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_87,0.05,0.05,0.0102996826171875,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
88,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,88,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_88,0.05,0.05,0.010444164276123,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
89,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,89,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_89,0.05,0.05,0.0105187892913818,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
90,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,90,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_90,0.05,0.05,0.0109617710113525,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
91,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,91,6,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_91,0.05,0.05,0.0112292766571044,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
92,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,92,9,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_92,0.0,0.05,0.0111920833587646,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
93,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,93,3,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_93,0.05,0.05,0.0113110542297363,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
94,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,94,1,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_94,0.05,0.05,0.0101730823516845,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
95,/gpfs/work2/0/prjs1681/models/testing/mnist-net_256x4.onnx,95,4,/gpfs/home2/jvrijn/code/hiwi_code/henba1_VERONA/VERONA/src/ada_verona/robustness_experiment_box/experiment/PGDattack_28-08-2025+18_57/tmp/mnist-net_256x4/image_95,0.0,0.05,0.0106141567230224,"AttackEstimationModule (PGDAttack (iterations=10, step_size=0.01, randomise=False))"
